gene,P_rep1,P_rep2,P_rep3,7dCI_rep1,7dCI_rep2,7dCI_rep3,,,,,
PLA2R1,276.1854515,358.4111698,421.3994839,3992.961454,2199.442464,2516.886683,,,,,
THBD,349.0441902,554.5417265,278.0663261,35.16946795,81.32986601,13.25411502,,,,,
LAMA4,5459.322237,6427.506978,7910.270312,22442.21002,36888.39836,35903.30482,,,,,
VRK1,911.5814288,1279.328759,988.4254561,163.5789207,350.072032,250.4330153,,,,,
COL15A1,218.5762162,1161.849542,1902.891003,15947.30898,18523.76101,9070.697765,,,,,
CFH,254.1583909,476.8859731,366.9328839,1717.578667,2332.045506,1464.928502,,,,,
CDCA3,2390.783264,2210.202214,3872.288591,416.3083531,804.4584573,348.0949154,,,,,
SATB1,164.3557595,171.2408922,102.626541,1249.742954,772.6337271,715.0246258,,,,,
ODC1,8390.61568,8928.420473,8870.029136,1248.107165,2190.602261,2716.395993,,,,,
C1S,2402.643989,3142.071255,6625.431886,43938.93388,28080.02026,58657.82996,,,,,
CCDC86,3400.639271,2360.535787,2565.090192,631.4146338,571.0771027,625.0361607,,,,,
RACGAP1,9666.490802,9165.37008,15353.27453,2043.100719,3709.349106,1706.292912,,,,,
RFC4,1809.607743,1675.572219,1237.825151,323.0683683,473.8348716,297.8687953,,,,,
ZWILCH,2390.783264,3444.729576,2933.169741,509.5483379,1225.252112,652.9395607,,,,,
ADRB2,171.1333166,118.4748033,92.87988625,24.5368381,28.28864905,3.487925004,,,,,
DBF4B,1360.594586,865.1647403,1521.05147,345.1515226,383.6648027,212.7634252,,,,,
PDGFRB,9881.67824,5370.194027,10927.14662,43170.93085,26914.88153,38937.79957,,,,,
PARK2,6.777557092,12.94262557,16.6266463,130.0452419,95.47419054,196.7189702,,,,,
PNMAL2,60.99801383,70.68664737,124.413181,556.1683303,378.360681,430.4099455,,,,,
DAAM2,1550.366185,1413.732947,1989.46423,6458.913683,6235.879075,8647.961255,,,,,
KIF4A,3997.064295,3180.899132,5775.752926,732.8335646,1361.391235,659.9154107,,,,,
RASL11A,42.35973182,67.69988762,99.75987782,425.3051938,381.8967622,371.8128054,,,,,
KIF11,7379.065284,6326.952733,5948.326048,1348.708201,3021.581326,1081.954336,,,,,
BTN3A3,281.2686193,197.1261434,317.052945,1441.130291,1071.432583,1079.163996,,,,,
TIPIN,720.115441,787.5089869,557.2793175,129.2273473,192.7164216,143.0049252,,,,,
NYNRIN,494.7616677,838.2839026,912.1722162,3618.365725,4186.720059,3107.043594,,,,,
KIAA1211,60.99801383,52.76608888,26.94663366,462.9283455,360.6802754,223.9247853,,,,,
PSRC1,2339.951586,1602.894398,2935.463071,473.5609754,705.4481856,447.1519855,,,,,
EBNA1BP2,7238.430974,6491.224519,6447.125437,1250.560849,1610.684955,1884.874672,,,,,
PLK1S1,421.902929,342.4817844,331.9595934,1810.000757,1006.015082,1643.510262,,,,,
SALL2,249.0752231,93.58513877,165.1197978,874.329331,588.7575083,637.5926907,,,,,
TTK,2351.812311,2541.732546,1784.211148,481.7399214,1113.865556,289.4977753,,,,,
ARHGAP26,164.3557595,117.4792168,277.4929935,3678.072031,1545.267454,2935.437683,,,,,
SEMA7A,5954.083905,11058.97576,10807.89343,1033.818779,2010.262123,2199.485507,,,,,
PARP9,660.8118164,485.8462523,818.1456646,2744.036394,2901.354568,3087.511214,,,,,
TMEM48,2453.475667,3081.340473,3410.18249,637.9577906,1221.716031,675.2622808,,,,,
RSAD2,0,4.977932913,3.439995787,37.62315176,38.89689244,71.85125508,,,,,
DLGAP5,4103.810819,4915.210959,4544.234434,1088.617717,2409.839291,635.4999357,,,,,
PRIM1,891.2487576,925.8955219,734.4391005,171.7578667,321.7833829,153.4687002,,,,,
CENPH,747.2256694,1032.423286,1020.532083,211.0168077,461.4585876,149.2831902,,,,,
DLX3,72.85873874,76.66016686,44.1466126,0.817894603,14.14432452,6.278265007,,,,,
MTMR9LP,142.3286989,199.1173165,232.7730482,1381.423985,878.7161611,844.077851,,,,,
SHC3,113.5240813,157.3026801,223.0263935,1016.642992,735.5048753,673.1695258,,,,,
LMNB2,17697.89596,13709.22724,20887.08109,4746.242383,7526.548687,3052.631963,,,,,
RIBC2,130.467974,109.5145241,116.9598568,16.35789207,24.75256792,16.04445502,,,,,
ARHGAP11A,7983.962254,6559.919993,5690.899697,1572.811322,2715.710309,1125.902191,,,,,
NEIL3,779.4190656,756.6458028,679.3991679,147.2210286,332.3916263,117.1942801,,,,,
C1R,1597.809084,2968.839189,6871.391584,47051.84074,30161.00401,65374.17835,,,,,
FZD8,211.7986591,247.9010591,161.679802,26.99052191,21.21648679,50.92370506,,,,,
MMP3,154809.5703,93112.23514,74885.26828,12898.1979,8656.326609,3494.203269,,,,,
GPR3,225.3537733,165.2673727,122.6931831,42.53051938,10.60824339,13.25411502,,,,,
CENPO,2589.026809,2107.656795,3227.289381,663.3125234,901.7006884,600.6206857,,,,,
NDC80,2134.930484,2626.357405,2855.769836,547.1714897,1156.29853,537.1404506,,,,,
RASL12,0,4.977932913,22.35997261,1127.058763,632.9585225,400.4137905,,,,,
C17orf53,706.5603268,435.0713366,560.7193133,146.403134,155.5875698,94.17397511,,,,,
PDSS1,379.5431971,429.0978171,374.3862081,63.79577906,91.93810941,100.4522401,,,,,
BRCA1,3819.153421,2965.85243,2458.450322,670.6735748,1371.999479,482.0312355,,,,,
CCNB2,3092.260423,3734.445272,5454.11332,895.5945907,1485.154075,619.4554807,,,,,
ABCB4,35.58217473,18.91614507,41.27994944,169.3041829,127.2989207,235.7837303,,,,,
DHX58,64.38679237,74.6689937,96.89321466,352.5125741,371.2885188,442.2688905,,,,,
CHTF18,593.0362455,696.9106079,1088.185334,111.2336661,190.9483811,151.3759452,,,,,
NFATC4,2109.514645,2523.811987,3790.302025,13193.45785,9595.156149,13203.88889,,,,,
STON1,281.2686193,256.8613383,339.9862503,1500.836597,1195.195422,1133.575626,,,,,
RFC3,1125.074477,2175.356683,1782.49115,215.1062807,516.2678451,316.0060054,,,,,
TP53INP1,447.3187681,602.3298825,329.6662629,2096.263868,1973.133271,1481.670542,,,,,
LIN9,821.7787974,725.7826188,481.0260775,155.3999746,185.6442594,117.8918651,,,,,
NR2C2AP,355.8217473,426.1110574,523.4526922,94.05787939,93.70614997,114.4039401,,,,,
STMN1,15664.62883,19200.88283,23196.46492,4801.859217,8417.641132,4311.075305,,,,,
BRIP1,1977.352282,2270.932995,1302.611738,267.4515353,664.7832526,392.7403554,,,,,
C1orf95,1.694389273,0,0.573332631,42.53051938,19.44844622,24.41547503,,,,,
KIF2C,5171.276061,3980.355157,7565.697401,930.7640587,1647.813807,772.9241809,,,,,
CENPA,1020.022342,840.2750758,1498.118165,220.8315429,392.5050055,183.4648552,,,,,
CD7,1.694389273,0.995586583,2.866663156,50.70946541,26.52060848,40.45993005,,,,,
FJX1,1548.671795,1377.89183,1379.438311,363.9630985,510.9637234,269.2678103,,,,,
LOC100133669,13.55511418,11.94703899,20.63997472,130.8631365,148.5154075,79.52469009,,,,,
ARHGEF3,357.5161366,274.7818968,223.5997261,1306.177682,1152.762449,909.650841,,,,,
DTYMK,2090.876363,3396.94142,3659.582185,790.9040815,1193.427382,661.3105808,,,,,
JMY,433.7636539,580.4269777,331.9595934,1450.945026,2080.983746,1875.108482,,,,,
RAD51AP1,933.6084894,1744.267693,1392.051628,157.0357639,544.5564942,189.7431202,,,,,
FAM101B,12848.55386,10490.49582,12714.22443,2269.657524,2733.390714,3905.778419,,,,,
FIGNL1,1480.896225,1500.34898,1220.051839,332.065209,443.7781819,292.9857003,,,,,
FAP,1575.782024,2486.975283,2765.18328,10294.83937,7439.9147,10339.60488,,,,,
PCNA,5960.861462,6682.377143,5646.179752,1342.982939,2519.457806,1311.459801,,,,,
RFC5,1470.729889,1329.108088,1373.704984,309.1641601,452.6183848,326.4697804,,,,,
PCMTD1,579.4811313,722.795859,428.8528081,2364.533298,2045.622934,2127.634252,,,,,
RANBP1,6823.305602,4160.556329,6509.618694,1530.280803,1412.664412,1505.388432,,,,,
PARP14,1696.083662,960.7410523,1079.012012,4944.990772,5259.920682,4053.66644,,,,,
LAMA2,3590.410869,1376.896244,1901.171005,8560.902814,6048.466775,10472.14603,,,,,
LOC100508120,13.55511418,4.977932913,6.306658943,69.52104129,45.9690547,76.03676509,,,,,
KLF15,15.24950346,6.969106079,7.453324205,97.3294578,61.88141979,59.99231007,,,,,
KIAA1908,144.0230882,147.3468142,194.9330946,637.9577906,622.3502791,841.287511,,,,,
TP53I11,1008.161617,1029.436526,1700.504584,4464.068745,6115.652316,6020.158557,,,,,
WRAP53,830.2507437,802.4427856,1156.98525,204.4736508,281.1184499,259.5016203,,,,,
KIF22,3702.240561,3156.009467,5642.166423,815.4409196,1265.917045,796.6420709,,,,,
RBM43,259.2415588,266.8172042,273.4796651,1033.000884,1297.741775,1095.906036,,,,,
ESCO2,803.1405154,1348.024233,877.7722583,143.1315556,417.2575735,114.4039401,,,,,
LSAMP,274.4910622,121.4615631,294.6929724,2016.928092,1044.911974,2239.247853,,,,,
OPLAH,94.88579928,128.4306692,190.3464335,651.0441043,510.9637234,715.0246258,,,,,
CXCL16,25.41583909,1.991173165,16.05331367,80.97156574,68.95358206,119.9846201,,,,,
ANK2,482.9009428,403.212566,461.5327681,2236.123846,1722.071511,1439.815442,,,,,
ADAMTS13,8.471946365,60.73078154,29.81329682,163.5789207,155.5875698,216.9489352,,,,,
KCNT2,10.16633564,23.89407798,6.879991574,59.70630605,99.01027167,113.7063551,,,,,
NCAPD3,4356.274821,3748.383484,5100.367087,1070.624036,1603.612793,1115.438416,,,,,
NUP35,815.0012403,912.9528963,748.1990836,152.9462908,297.030815,202.2996502,,,,,
DNAH7,8.471946365,5.973519496,4.586661049,35.16946795,77.79378488,74.64159508,,,,,
PCBP3,91.49702074,104.5365912,75.10657468,538.174649,553.396697,301.3567203,,,,,
PDCD4,737.0593337,849.235355,666.2125174,3224.140527,3380.493561,2385.043118,,,,,
SLC9A9,203.3267128,172.2364788,220.1597304,2321.184884,1269.453126,1303.088781,,,,,
PLEKHA5,1511.395231,1037.401219,727.5591089,4316.029822,2558.354698,3671.389859,,,,,
HAS2,3054.983859,7697.875457,5344.033455,313.2536331,586.9894678,399.0186205,,,,,
GRASP,27.11022837,27.87642431,57.90659575,335.3367874,169.7318943,257.4088653,,,,,
PARPBP,645.562313,1127.004012,1052.638711,191.3873372,390.736965,238.5740703,,,,,
RLTPR,394.7927006,196.1305568,188.6264356,15.53999746,3.536081131,11.85894501,,,,,
KPNA2,21749.18071,19161.05937,27117.48679,5623.025398,8645.718365,5994.347912,,,,,
NLGN4X,499.8448355,532.6388217,385.8528608,1366.701882,1472.777791,2216.227548,,,,,
CD3EAP,154.1894238,242.9231262,202.3864188,38.44104636,45.9690547,43.94785505,,,,,
RASSF5,115.2184706,76.66016686,108.9331999,430.2125614,318.2473018,591.5520807,,,,,
ESPL1,2368.756204,1813.958754,3512.809031,467.0178185,793.8502139,316.7035904,,,,,
MITF,587.9530777,528.6564754,597.9859343,2492.124857,1545.267454,2276.917443,,,,,
OSR2,1487.673782,1639.731102,2592.610158,21396.12282,12901.39201,30109.86139,,,,,
RAD18,2184.067773,2456.112099,1827.211095,480.9220268,599.3657517,579.6931357,,,,,
ARSI,994.6065032,822.3545173,979.8254666,148.8568178,180.3401377,333.4456304,,,,,
DDX11,799.7517368,772.5751881,902.4255614,141.4957664,240.4535169,262.2919603,,,,,
FOXM1,15098.70281,8325.095004,11460.9193,3310.837355,3513.096604,1061.724371,,,,,
PRLR,142.3286989,190.1570373,166.8397957,22.08315429,77.79378488,25.81064503,,,,,
TSPAN9,603.2025812,495.8021182,621.4925722,2475.766964,1780.416849,2231.574418,,,,,
EZH2,2616.137037,1871.702775,2381.050417,611.7851633,815.0667007,502.9587856,,,,,
ALYREF,3254.921793,3187.868238,5162.860343,814.623025,1048.448055,1210.309976,,,,,
LOC283070,64.38679237,29.86759748,50.45327154,214.2883861,171.4999349,252.5257703,,,,,
LRR1,782.8078441,1304.218423,1150.678591,285.4452166,422.5616952,246.9450903,,,,,
FAM116B,52.52606746,43.80580964,62.49325679,299.3494248,164.4277726,254.6185253,,,,,
E2F2,235.5201089,161.2850264,271.7596672,50.70946541,93.70614997,32.78649504,,,,,
RPS6KA2,1541.894238,1987.190819,3302.395955,7891.865028,8318.630861,11815.69474,,,,,
GBP2,216.8818269,171.2408922,352.0262355,1619.431315,852.1955526,1384.008642,,,,,
PIGW,860.7497507,1072.24675,741.8924247,224.1031213,321.7833829,181.3721002,,,,,
FBXO5,2412.810325,2159.427298,1541.118113,466.1999239,786.7780517,422.0389255,,,,,
SLC19A1,682.838877,516.7094364,726.4124437,148.0389232,160.8916915,179.9769302,,,,,
LTBP3,1433.453325,1419.706467,2326.010485,6954.557813,5332.410346,7882.710509,,,,,
CLSTN3,174.5220951,325.5568125,297.5596356,961.8440536,1225.252112,1189.382426,,,,,
RFWD3,4188.530283,3350.148851,4561.434413,993.7419431,1230.556234,1174.733141,,,,,
RTP4,10.16633564,3.982346331,8.026656836,167.6683937,74.25770375,94.17397511,,,,,
TGFBR3,1736.749005,2312.747632,1530.224793,9849.086814,11948.41814,6318.724937,,,,,
FUS,23514.73433,17097.20838,21057.36088,5098.754958,7584.894026,5170.500026,,,,,
CDH2,15898.45455,12043.61089,12546.23797,2702.32377,2300.220776,4778.457255,,,,,
BEST1,44.0541211,46.79256939,92.87988625,278.0841652,221.0050707,387.8572604,,,,,
PPIL1,2243.371397,1825.905793,2055.397483,447.3883481,609.9739951,597.1327607,,,,,
TLR2,13.55511418,9.955865827,8.599989467,142.313661,65.41750092,87.8957101,,,,,
HNRNPAB,9571.605003,10064.38476,10314.25403,2326.092252,2698.029903,3173.314169,,,,,
ARHGAP22,3512.468963,2601.46774,2789.263251,1102.521925,958.2779865,433.8978705,,,,,
KCNK15,0,15.92938532,17.19997893,88.33261717,84.86594715,97.66190011,,,,,
SEC31B,69.46996019,125.4439094,51.5999368,503.0051811,305.8710178,307.6349853,,,,,
RBL1,1943.464496,1601.898812,1268.785113,398.3146719,572.8451432,336.9335554,,,,,
KIF20A,10989.80882,8131.951207,14848.74181,2870.810058,4704.755945,1309.367046,,,,,
RECQL4,1075.937188,1329.108088,1909.197662,360.6915201,558.7008187,327.8649504,,,,,
TRAPPC6A,25.41583909,44.80139622,51.02660417,170.9399721,171.4999349,260.8967903,,,,,
NGF,1350.428251,1545.150376,1612.784691,213.4704915,404.8812895,587.3665707,,,,,
PNRC1,516.7887282,379.318488,331.9595934,3148.894223,1573.556103,2106.706702,,,,,
XAF1,654.0342594,375.3361417,360.0528924,1673.412359,1462.169548,1540.267682,,,,,
MRTO4,3653.103272,3495.504492,3839.035298,905.409326,1099.721232,1074.978486,,,,,
PLA2G6,67.77557092,60.73078154,75.10657468,296.895741,274.0462877,317.4011754,,,,,
TNFRSF14,93.19141001,179.2055849,146.7731536,699.2998859,510.9637234,521.0959956,,,,,
LOC729950,1.694389273,0,0.573332631,31.07999493,33.59277075,17.43962502,,,,,
POLD1,1487.673782,1650.682554,2535.276895,442.4809804,618.8141979,543.4187156,,,,,
CCDC85C,940.3860465,1089.171721,1156.98525,235.5536458,466.7627093,271.3605653,,,,,
WDHD1,1713.027555,1925.464451,1319.811717,363.1452039,876.9481205,307.6349853,,,,,
CKAP2,8432.975411,6935.256135,6334.752242,2235.305951,3217.833829,1142.644231,,,,,
CCDC69,88.10824219,105.5321778,91.73322098,386.8641474,304.1029773,438.0833805,,,,,
ZNF521,1148.795927,979.6571973,791.199031,3962.699353,3550.225456,2800.106193,,,,,
FAM43A,247.3808338,280.7554163,345.7195766,1384.695564,935.2934592,1077.768826,,,,,
ITPKB,325.3227404,252.878992,285.5196503,1759.291292,1154.530489,990.5707011,,,,,
JAK3,11.86072491,23.89407798,53.89326733,152.9462908,224.5411518,187.6503652,,,,,
AXIN2,54.22045673,40.81904989,135.306501,652.6798935,328.8555452,569.9269456,,,,,
CDC20,8685.439413,5855.044693,13034.14404,1424.772399,1584.164347,839.892341,,,,,
SLC7A7,45.74851037,56.74843521,53.89326733,369.6883607,272.2782471,578.2979657,,,,,
MMS22L,1758.776065,2029.005455,1596.731378,356.6020471,820.3708224,454.8254205,,,,,
LOC100128191,435.4580431,292.7024553,300.9996314,87.51472256,104.3143934,60.68989507,,,,,
MT1L,145.7174775,197.1261434,284.9463177,40.89473017,45.9690547,47.43578005,,,,,
APOBEC3B,1140.323981,682.9723957,1249.291803,250.2757486,429.6338574,142.3073402,,,,,
3-Mar,349.0441902,676.9988762,447.7727849,71.9747251,155.5875698,66.96816008,,,,,
ENPP5,5.083167819,8.960279244,9.173322098,59.70630605,81.32986601,64.87540507,,,,,
ROBO2,125.3848062,190.1570373,434.0128018,2691.69114,3730.565593,1758.611787,,,,,
IL7R,1062.382074,1297.249317,2119.610737,38.44104636,569.3090621,177.8841752,,,,,
APCDD1L,1729.971448,1688.514844,1585.838058,359.8736255,652.4069687,452.0350805,,,,,
KIF14,2866.90665,3083.331647,1947.037615,598.6988497,1379.071641,295.7760403,,,,,
GAL,177.9108737,226.9937408,133.0131704,58.88841144,47.73709527,12.55653001,,,,,
LDB2,604.8969704,506.7535706,853.1189551,2793.927965,2052.695097,2569.903143,,,,,
SMC2,6084.551879,5463.779166,3947.395165,1317.628206,2441.664021,962.6673011,,,,,
EPHB1,1330.095579,893.0411646,714.3724584,266.6336407,111.3865556,76.73435009,,,,,
IFRD2,2053.599799,2706.004332,3476.689075,592.9735875,857.4996743,1026.147536,,,,,
GADD45B,2156.957544,2392.394558,3181.996103,424.4872992,507.4276423,1161.479026,,,,,
MUC1,162.6613702,127.4350826,306.7329577,1013.371414,700.144064,787.5734659,,,,,
KIF24,1040.355014,554.5417265,1030.852071,160.3073423,302.3349367,163.2348902,,,,,
MYLK4,22.02706055,20.90731824,25.7999684,135.7705042,86.63398771,136.0290752,,,,,
NR1H3,125.3848062,164.2717861,175.4397851,719.747251,528.6441291,592.2496657,,,,,
RRM1,10456.0762,11652.34536,12761.81104,2762.030076,5153.838249,3282.137429,,,,,
ACSS1,435.4580431,140.3777082,233.9197135,1089.435612,659.4791309,877.561931,,,,,
GATA2,2638.164098,2313.743218,2196.43731,505.4588649,827.4429847,700.3753408,,,,,
MYO19,3141.397712,2939.967179,3434.262461,839.9777577,1009.551163,933.3687311,,,,,
GLDN,10.16633564,3.982346331,19.49330946,468.6536077,160.8916915,563.6486806,,,,,
DSN1,1374.1497,2009.093724,1890.851018,423.6694046,677.1595366,521.0959956,,,,,
TUBB6,23745.17127,27133.71672,26744.24725,5559.229619,9018.774925,8640.985405,,,,,
STAT5A,228.7425518,289.7156956,307.8796229,1102.521925,825.6749441,1131.482871,,,,,
MICAL2,8612.580674,4548.835096,6818.644982,1372.427144,1801.633336,1590.493802,,,,,
FAM117B,64.38679237,94.58072535,59.62659364,286.2631112,236.9174358,329.9577054,,,,,
NOP16,1160.656652,1275.346412,1449.384892,313.2536331,282.8864905,456.9181755,,,,,
CCND3,2575.471695,3010.653826,2989.929671,756.5525081,852.1955526,876.864346,,,,,
DSCC1,525.2606746,763.6149089,433.4394691,71.9747251,157.3556103,165.3276452,,,,,
LOC152742,140.6343097,158.2982666,128.999842,18.81157588,58.34533866,25.81064503,,,,,
PKMYT1,935.3028787,1141.93781,2002.650881,114.5052445,316.4792612,140.2145852,,,,,
SHC2,3.388778546,3.982346331,24.65330314,309.1641601,160.8916915,148.5856052,,,,,
BOLA3,940.3860465,1083.198202,935.1055214,222.4673321,353.6081131,276.9412453,,,,,
FP588,0,5.973519496,5.733326311,163.5789207,79.56182545,73.24642508,,,,,
MIAT,33.88778546,74.6689937,63.06658943,1827.176544,2379.782601,770.8314259,,,,,
C17orf103,133.8567526,209.0731824,319.9196082,1612.888158,1393.215966,2771.505208,,,,,
CCNG2,813.306851,801.447199,772.8523868,3004.126878,2853.617473,2627.105113,,,,,
EFR3B,482.9009428,324.5612259,306.159625,145.5852394,77.79378488,39.06476004,,,,,
BBC3,62.6924031,91.5939656,67.65325048,287.8989004,288.1906122,325.0746104,,,,,
CPQ,813.306851,872.1338464,883.5055846,3696.065713,2142.865165,2906.139113,,,,,
CEP85,1121.685699,971.6925047,1593.291382,325.5220522,390.736965,396.9258655,,,,,
DMC1,266.0191159,324.5612259,219.0130651,61.34209525,132.6030424,38.36717504,,,,,
FAM83D,3236.283511,2453.12534,5065.393796,617.5104256,859.2677148,496.6805206,,,,,
TNFSF13B,5.083167819,11.94703899,7.453324205,49.0736762,83.09790658,67.66574508,,,,,
MIS18A,726.8929981,860.1868074,882.3589193,201.2020724,328.8555452,223.2272003,,,,,
VSTM4,1196.238827,889.0588183,1400.078285,5003.061289,3514.864644,3896.012229,,,,,
C16orf59,228.7425518,356.4199966,481.5994102,49.89157081,100.7783122,73.94401008,,,,,
SERPINB7,2841.490811,2643.282377,1404.664946,248.6399594,555.1647376,410.8775655,,,,,
CAPS,23.72144982,53.76167546,36.11995576,176.6652343,153.8195292,192.5334602,,,,,
MSX2,23.72144982,23.89407798,33.25329261,161.1252369,164.4277726,114.4039401,,,,,
FKBP4,4217.3349,4560.782135,4531.047784,1429.679767,1304.813937,1183.104161,,,,,
TIMM10,1199.627605,1276.341999,1439.064904,345.1515226,381.8967622,408.7848105,,,,,
ATAD3B,820.0844081,935.8513877,1465.438205,242.0968026,226.3091924,306.9374003,,,,,
DCLRE1B,1330.095579,1259.417027,1257.891793,296.0778464,305.8710178,433.2002855,,,,,
PSMD2,31181.84579,35569.32184,38283.71311,9386.158469,13131.23728,10623.52198,,,,,
OAS1,0,0,0,24.5368381,21.21648679,11.85894501,,,,,
TOP2A,20996.87187,19499.55881,19589.62934,5133.106531,11356.12455,4248.99024,,,,,
KNTC1,3054.983859,3215.744662,2766.903278,733.6514592,1640.741645,657.8226557,,,,,
LGALS3BP,632.0071988,753.6590431,1332.425035,3628.180461,2820.024702,3877.177434,,,,,
WSB2,12292.79418,11260.08425,11228.14625,3016.395297,3696.972823,3513.735649,,,,,
DSCAM,13.55511418,36.83670356,37.83995366,0.817894603,0,2.790340003,,,,,
DCLK1,144.0230882,201.1084897,209.839743,1209.666118,1697.318943,2747.787318,,,,,
ZNF436,835.3339116,624.2327873,674.8125069,2081.541766,2035.014691,2841.263708,,,,,
CDX1,0,0,0,33.53367874,17.68040566,11.16136001,,,,,
BNC1,2251.843344,2176.35227,1447.664894,724.6546186,624.1183196,314.6108354,,,,,
ARL4C,398.1814791,454.9830683,736.732431,1994.844938,1600.076712,2327.143563,,,,,
DDX12P,182.9940415,188.1658641,253.413023,64.61367367,49.50513583,42.55268505,,,,,
LRRK2,377.8488079,339.4950247,272.9063324,1036.272462,1239.396436,1137.063551,,,,,
FGF14,44.0541211,37.83229014,33.25329261,128.4094527,178.5720971,195.3238002,,,,,
HN1,5050.974423,5792.322738,6171.352442,1757.655503,2036.782731,1563.287987,,,,,
PLXNC1,842.1114687,351.4420637,1166.158572,6611.859974,3134.735923,5123.761831,,,,,
WHSC1,17037.08414,12774.37144,17170.73897,4872.198152,6603.631512,3773.934854,,,,,
HMGB3,5511.848305,3154.018294,4343.568014,1478.753443,1380.839682,968.9455661,,,,,
POLR3K,637.0903666,765.6060821,807.8256773,181.572602,206.8607462,241.3644103,,,,,
TMEM150A,154.1894238,201.1084897,115.8131915,653.4977881,387.2008839,531.5597706,,,,,
ADHFE1,27.11022837,54.75726205,25.22663577,190.5694426,143.2112858,138.1218302,,,,,
